Battery Pack Voltage (V),Battery Current (A),Battery Capacity (Kwh),Internal Resistance (ohm),Voc,SoC (%),Full Charge Battery Capacity (kwh),SoH (%),Available Energy (kwh),Power Drawn (W),Power (kW),Charge Current Capacity (Ah),Duration (hrs),Remainig Energy (kwh),Range150 (km),Speed (km/hr),Range145 (km),Speed (km/hr),Range140 (km),Speed (km/hr)
55.89,7.53,0.4208517,0.18767507,57.30319328,92.62656787,3.183216,92.62656788,3.094317377,420.8517,0.4208517,54.4,7.224435591,0.389820486,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,2.949126203,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.19,0.4018491,0.179624665,57.18150134,92.0271002,3.183216,92.0271002,2.929421378,401.8491,0.4018491,54.4,7.566063978,0.369810074,150,19.82536765,145,19.16452206,140,18.50367647
55.89,7.53,0.4208517,0.126404494,56.84182584,90.35382189,3.183216,90.35382189,3.094317377,420.8517,0.4208517,54.4,7.224435591,0.380255595,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.263622975,58.31980854,97.63452484,3.183216,97.63452483,3.092699623,423.1134,0.4231134,54.4,7.2436751,0.413104758,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.88,0.4439592,0.264401773,58.42348597,98.14525107,3.183216,98.14525106,3.122321198,443.9592,0.4439592,54.4,6.903553299,0.435724871,150,21.72794118,145,21.00367647,140,20.27941176
56.34,7.51,0.4231134,0.263622975,58.31980854,97.63452484,3.183216,97.63452483,3.021348489,423.1134,0.4231134,54.4,7.2436751,0.413104758,150,20.70772059,145,20.01746324,140,19.32720588
56.34,8.24,0.4642416,0.27925117,58.64102964,99.21689478,3.183216,99.21689477,3.020128395,464.2416,0.4642416,54.4,6.601941748,0.4606061,150,22.72058824,145,21.96323529,140,21.20588235
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,2.960614859,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.197349043,57.37209131,92.96596705,3.183216,92.96596706,2.874929279,419.7339,0.4197339,54.4,7.2436751,0.390209679,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.264401773,58.33094535,97.68938595,3.183216,97.68938595,3.020128395,424.2402,0.4242402,54.4,7.224435591,0.414437646,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.19,0.4018491,0.126227209,56.79757363,90.1358307,3.183216,90.13583071,2.929984712,401.8491,0.4018491,54.4,7.566063978,0.362210024,150,19.82536765,145,19.16452206,140,18.50367647
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,2.929421378,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.09187495,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.89,0.4445226,0.264792899,58.42921598,98.17347772,3.183216,98.17347773,3.094317377,444.5226,0.4445226,54.4,6.894803549,0.436403296,150,21.75551471,145,21.03033088,140,20.30514706
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.094317377,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.092699623,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,2.868030573,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.263622975,58.31980854,97.63452484,3.183216,97.63452483,2.949126203,423.1134,0.4231134,54.4,7.2436751,0.413104758,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.132547865,56.88808542,90.58170158,3.183216,90.58170159,2.874929279,420.8517,0.4208517,54.4,7.224435591,0.381214631,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.21,0.4062114,0.240591398,58.07466398,96.42691615,3.183216,96.42691614,3.094317377,406.2114,0.4062114,54.4,7.545076283,0.391697126,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.021348489,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.21,0.4062114,0.180965147,57.64475871,94.30915622,3.183216,94.30915621,2.875343919,406.2114,0.4062114,54.4,7.545076283,0.383094544,150,19.88051471,145,19.21783088,140,18.55514706
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,2.862922731,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.197349043,57.37603829,92.9854103,3.183216,92.98541029,2.862922731,420.8517,0.4208517,54.4,7.224435591,0.39133068,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.092699623,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.19,0.4018491,0.120320856,56.75510695,89.92663523,3.183216,89.92663523,2.947297794,401.8491,0.4018491,54.4,7.566063978,0.361369374,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.51,0.4231134,0.238348868,58.13,96.69950739,3.183216,96.69950738,3.09187495,423.1134,0.4231134,54.4,7.2436751,0.409148574,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.008876871,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.239304813,58.14196524,96.75844946,3.183216,96.75844947,2.959307538,424.2402,0.4242402,54.4,7.224435591,0.41048824,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.53,0.4208517,0.179144385,57.23895722,92.31013408,3.183216,92.31013409,3.092699623,420.8517,0.4208517,54.4,7.224435591,0.388488769,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,3.021348489,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.53,0.4208517,0.188202247,57.30716292,92.64612277,3.183216,92.64612276,3.092699623,420.8517,0.4208517,54.4,7.224435591,0.389902783,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.51,0.4197339,0.132547865,56.88543446,90.56864267,3.183216,90.56864266,3.09187495,419.7339,0.4197339,54.4,7.2436751,0.380147296,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.21,0.4029669,0.120967742,56.76217742,89.96146512,3.183216,89.96146513,2.874929279,402.9669,0.4029669,54.4,7.545076283,0.362514927,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,2.863667752,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,2.947915147,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.19,0.4018491,0.179144385,57.17804813,92.0100893,3.183216,92.01008929,2.948503729,401.8491,0.4018491,54.4,7.566063978,0.369741716,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.51,0.4231134,0.25,58.2175,97.13054187,3.183216,97.13054188,3.021348489,423.1134,0.4231134,54.4,7.2436751,0.410972338,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.092699623,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,3.069477023,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.197349043,57.37209131,92.96596705,3.183216,92.96596706,3.092699623,419.7339,0.4197339,54.4,7.2436751,0.390209679,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.000951078,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.19,0.4050846,0.239946381,58.06521448,96.38036688,3.183216,96.38036687,3.020721369,405.0846,0.4050846,54.4,7.566063978,0.390422024,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,2.971477971,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,2.947915147,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.263622975,58.31980854,97.63452484,3.183216,97.63452483,3.021348489,423.1134,0.4231134,54.4,7.2436751,0.413104758,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.21,0.4062114,0.239946381,58.0700134,96.40400692,3.183216,96.40400692,3.020128395,406.2114,0.4062114,54.4,7.545076283,0.391604066,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,3.092699623,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.51,0.4197339,0.187150838,57.29550279,92.58868371,3.183216,92.58868371,3.094317377,419.7339,0.4197339,54.4,7.2436751,0.388626093,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.238031915,58.12761968,96.68778168,3.183216,96.68778166,2.890685847,423.1134,0.4231134,54.4,7.2436751,0.40909896,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.21,0.4029669,0.180107527,57.18857527,92.06194714,3.183216,92.06194713,3.020128395,402.9669,0.4029669,54.4,7.545076283,0.370979174,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.53,0.4242402,0.189606742,57.76773876,94.91496928,3.183216,94.9149693,3.020128395,424.2402,0.4242402,54.4,7.224435591,0.402667456,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,2.874929279,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,2.929421378,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.21,0.4029669,0.180107527,57.18857527,92.06194714,3.183216,92.06194713,2.862922731,402.9669,0.4029669,54.4,7.545076283,0.370979174,150,19.88051471,145,19.21783088,140,18.55514706
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,2.928879884,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.120320856,56.79601604,90.12815785,3.183216,90.12815784,2.882995524,420.8517,0.4208517,54.4,7.224435591,0.379305884,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.53,0.4208517,0.18767507,57.30319328,92.62656787,3.183216,92.62656788,2.947915147,420.8517,0.4208517,54.4,7.224435591,0.389820486,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,2.948503729,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.25,58.2175,97.13054187,3.183216,97.13054188,3.094317377,423.1134,0.4231134,54.4,7.2436751,0.410972338,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.19,0.4018491,0.179624665,57.18150134,92.0271002,3.183216,92.0271002,2.929421378,401.8491,0.4018491,54.4,7.566063978,0.369810074,150,19.82536765,145,19.16452206,140,18.50367647
55.89,7.19,0.4018491,0.170918367,57.11890306,91.71873429,3.183216,91.71873429,2.876157315,401.8491,0.4018491,54.4,7.566063978,0.368570908,150,19.82536765,145,19.16452206,140,18.50367647
55.89,7.19,0.4018491,0.120320856,56.75510695,89.92663523,3.183216,89.92663523,3.107917816,401.8491,0.4018491,54.4,7.566063978,0.361369374,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.51,0.4231134,0.25,58.2175,97.13054187,3.183216,97.13054188,3.124175335,423.1134,0.4231134,54.4,7.2436751,0.410972338,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.107917816,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.126404494,56.84182584,90.35382189,3.183216,90.35382189,3.158288069,420.8517,0.4208517,54.4,7.224435591,0.380255595,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,2.947915147,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.53,0.4208517,0.188202247,57.30716292,92.64612277,3.183216,92.64612276,2.959307538,420.8517,0.4208517,54.4,7.224435591,0.389902783,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.53,0.4208517,0.188202247,57.30716292,92.64612277,3.183216,92.64612276,3.109664164,420.8517,0.4208517,54.4,7.224435591,0.389902783,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,2.869218185,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.120320856,56.79601604,90.12815785,3.183216,90.12815784,2.947915147,420.8517,0.4208517,54.4,7.224435591,0.379305884,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.51,0.4197339,0.197349043,57.37209131,92.96596705,3.183216,92.96596706,3.020721369,419.7339,0.4197339,54.4,7.2436751,0.390209679,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.18907563,57.7637395,94.89526845,3.183216,94.89526846,3.125073851,424.2402,0.4242402,54.4,7.224435591,0.402583877,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.21,0.4029669,0.180107527,57.18857527,92.06194714,3.183216,92.06194713,2.947915147,402.9669,0.4029669,54.4,7.545076283,0.370979174,150,19.88051471,145,19.21783088,140,18.55514706
55.89,7.87,0.4398543,0.197640118,57.44542773,93.32723019,3.183216,93.3272302,2.947915147,439.8543,0.4398543,54.4,6.912325286,0.410503835,150,21.70036765,145,20.97702206,140,20.25367647
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.092699623,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.107917816,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.19,0.4018491,0.179624665,57.18150134,92.0271002,3.183216,92.0271002,2.883411218,401.8491,0.4018491,54.4,7.566063978,0.369810074,150,19.82536765,145,19.16452206,140,18.50367647
55.89,7.19,0.4018491,0.179144385,57.17804813,92.0100893,3.183216,92.01008929,3.092699623,401.8491,0.4018491,54.4,7.566063978,0.369741716,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.89,0.4445226,0.199115044,57.9110177,95.62077684,3.183216,95.62077685,3.069477023,444.5226,0.4445226,54.4,6.894803549,0.425055963,150,21.75551471,145,21.03033088,140,20.30514706
55.89,7.19,0.4018491,0.179144385,57.17804813,92.0100893,3.183216,92.01008929,3.020721369,401.8491,0.4018491,54.4,7.566063978,0.369741716,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.00206415,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.25070028,58.22777311,97.18114832,3.183216,97.18114831,2.875343919,424.2402,0.4242402,54.4,7.224435591,0.412281498,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.53,0.4208517,0.126404494,56.84182584,90.35382189,3.183216,90.35382189,2.959926458,420.8517,0.4208517,54.4,7.224435591,0.380255595,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.020128395,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.178666667,57.23178667,92.27481117,3.183216,92.27481117,2.862559041,419.7339,0.4197339,54.4,7.2436751,0.387308664,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,3.078154191,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.19,0.4018491,0.179144385,57.17804813,92.0100893,3.183216,92.01008929,2.947915147,401.8491,0.4018491,54.4,7.566063978,0.369741716,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,3.080030445,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.19,0.4018491,0.179624665,57.18150134,92.0271002,3.183216,92.0271002,2.938430958,401.8491,0.4018491,54.4,7.566063978,0.369810074,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.094317377,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.187150838,57.29550279,92.58868371,3.183216,92.58868371,2.949126203,419.7339,0.4197339,54.4,7.2436751,0.388626093,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,2.882995524,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.263622975,58.31980854,97.63452484,3.183216,97.63452483,2.863667752,423.1134,0.4231134,54.4,7.2436751,0.413104758,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.51,0.4231134,0.25070028,58.2227591,97.15644879,3.183216,97.15644879,3.094317377,423.1134,0.4231134,54.4,7.2436751,0.411081954,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,3.092699623,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,2.928879884,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.188547486,57.75599162,94.85710158,3.183216,94.85710159,3.09187495,423.1134,0.4231134,54.4,7.2436751,0.401353108,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,2.947915147,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.21,0.4029669,0.180107527,57.18857527,92.06194714,3.183216,92.06194713,2.875343919,402.9669,0.4029669,54.4,7.545076283,0.370979174,150,19.88051471,145,19.21783088,140,18.55514706
55.89,7.51,0.4197339,0.197349043,57.37209131,92.96596705,3.183216,92.96596706,2.959307538,419.7339,0.4197339,54.4,7.2436751,0.390209679,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.125698324,56.83399441,90.31524342,3.183216,90.31524342,3.021348489,419.7339,0.4197339,54.4,7.2436751,0.379083694,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.178666667,57.23178667,92.27481117,3.183216,92.27481117,3.067995259,419.7339,0.4197339,54.4,7.2436751,0.387308664,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.188202247,57.30716292,92.64612277,3.183216,92.64612276,3.092699623,420.8517,0.4208517,54.4,7.224435591,0.389902783,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.89,0.4409721,0.198224852,57.45399408,93.36942898,3.183216,93.36942897,3.092699623,440.9721,0.4409721,54.4,6.894803549,0.411733132,150,21.75551471,145,21.03033088,140,20.30514706
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.107917816,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.25070028,58.22777311,97.18114832,3.183216,97.18114831,3.068747773,424.2402,0.4242402,54.4,7.224435591,0.412281498,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.263622975,58.31980854,97.63452484,3.183216,97.63452483,3.094317377,423.1134,0.4231134,54.4,7.2436751,0.413104758,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.199409158,57.84155096,95.27857616,3.183216,95.27857616,2.947297794,424.2402,0.4242402,54.4,7.224435591,0.404210022,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.19,0.4018491,0.179624665,57.18150134,92.0271002,3.183216,92.0271002,3.077780936,401.8491,0.4018491,54.4,7.566063978,0.369810074,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.51,0.4231134,0.263622975,58.31980854,97.63452484,3.183216,97.63452483,2.930530631,423.1134,0.4231134,54.4,7.2436751,0.413104758,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,3.021348489,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.21,0.4029669,0.179624665,57.18509383,92.04479721,3.183216,92.04479721,3.020128395,402.9669,0.4029669,54.4,7.545076283,0.370910066,150,19.88051471,145,19.21783088,140,18.55514706
56.34,7.51,0.4231134,0.18907563,57.75995798,94.87664031,3.183216,94.87664032,3.020128395,423.1134,0.4231134,54.4,7.2436751,0.401435779,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.188202247,57.30716292,92.64612277,3.183216,92.64612276,2.930530631,420.8517,0.4208517,54.4,7.224435591,0.389902783,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,2.947915147,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.51,0.4197339,0.12605042,56.83663866,90.32826924,3.183216,90.32826924,2.868973941,419.7339,0.4197339,54.4,7.2436751,0.379138367,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.125698324,56.83399441,90.31524342,3.183216,90.31524342,2.948503729,419.7339,0.4197339,54.4,7.2436751,0.379083694,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.178666667,57.23178667,92.27481117,3.183216,92.27481117,3.094317377,419.7339,0.4197339,54.4,7.2436751,0.387308664,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.53,0.4208517,0.188202247,57.30716292,92.64612277,3.183216,92.64612276,3.09187495,420.8517,0.4208517,54.4,7.224435591,0.389902783,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.53,0.4208517,0.188202247,57.30716292,92.64612277,3.183216,92.64612276,2.929421378,420.8517,0.4208517,54.4,7.224435591,0.389902783,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.19,0.4018491,0.179624665,57.18150134,92.0271002,3.183216,92.0271002,2.919605425,401.8491,0.4018491,54.4,7.566063978,0.369810074,150,19.82536765,145,19.16452206,140,18.50367647
56.34,7.51,0.4231134,0.25,58.2175,97.13054187,3.183216,97.13054188,2.862559041,423.1134,0.4231134,54.4,7.2436751,0.410972338,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.87,0.4433958,0.25,58.3075,97.57389163,3.183216,97.57389162,3.09187495,443.3958,0.4433958,54.4,6.912325286,0.432638537,150,21.70036765,145,20.97702206,140,20.25367647
55.89,7.53,0.4208517,0.188202247,57.30716292,92.64612277,3.183216,92.64612276,3.092699623,420.8517,0.4208517,54.4,7.224435591,0.389902783,150,20.76286765,145,20.07077206,140,19.37867647
56.34,7.51,0.4231134,0.25,58.2175,97.13054187,3.183216,97.13054188,2.876157315,423.1134,0.4231134,54.4,7.2436751,0.410972338,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.094317377,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,2.949126203,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.19,0.4018491,0.179144385,57.17804813,92.0100893,3.183216,92.01008929,2.949126203,401.8491,0.4018491,54.4,7.566063978,0.369741716,150,19.82536765,145,19.16452206,140,18.50367647
55.89,7.53,0.4208517,0.197932053,57.38042836,93.00703626,3.183216,93.00703625,3.020128395,420.8517,0.4208517,54.4,7.224435591,0.391421693,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.53,0.4208517,0.188202247,57.30716292,92.64612277,3.183216,92.64612276,2.868973941,420.8517,0.4208517,54.4,7.224435591,0.389902783,150,20.76286765,145,20.07077206,140,19.37867647
55.89,7.21,0.4029669,0.180107527,57.18857527,92.06194714,3.183216,92.06194713,2.959307538,402.9669,0.4029669,54.4,7.545076283,0.370979174,150,19.88051471,145,19.21783088,140,18.55514706
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,3.020721369,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
55.89,7.21,0.4029669,0.180107527,57.18857527,92.06194714,3.183216,92.06194713,2.930530631,402.9669,0.4029669,54.4,7.545076283,0.370979174,150,19.88051471,145,19.21783088,140,18.55514706
55.89,7.51,0.4197339,0.18767507,57.29943978,92.60807771,3.183216,92.60807771,2.970807324,419.7339,0.4197339,54.4,7.2436751,0.388707496,150,20.70772059,145,20.01746324,140,19.32720588
56.34,7.53,0.4242402,0.251404494,58.23307584,97.20727016,3.183216,97.20727016,2.947915147,424.2402,0.4242402,54.4,7.224435591,0.412392317,150,20.76286765,145,20.07077206,140,19.37867647
